Accession,110714_yeast_ups1_2fmol_r1,110714_yeast_ups1_2fmol_r2,110714_yeast_ups1_2fmol_r3,110714_yeast_ups1_4fmol_r2,110714_yeast_ups1_4fmol_r3,110714_yeast_ups1_4fmol_r4,110616_yeast_ups_10fmol,110616_yeast_ups_10fmol_r2,110616_yeast_ups_10fmol_r3,110618_yeast_ups_25fmol_r1,110618_yeast_ups_25fmol_r2,110618_yeast_ups_25fmol_r3,110618_yeast_ups_50fmol_r1,110618_yeast_ups_50fmol_r2,110618_yeast_ups_50fmol_r3
Q12447,"103318,4676","75519,0225","68370,61595","85184,5575","91051,36334","86759,53622","36992,0708","19648,52161","10966,9738","20401,30379","10051,4363","12550,89132","17680,21885","10113,04238","21652,10906"
Q12452,"41422,70516","42044,67796","36652,34601","46377,69591","46858,582","50047,95686","18892,06584","13802,78964","12067,97956","10485,88994","7321,657819","11338,69902","5346,759287","5913,812849","11170,69281"
Q12458,"63960,96765","54598,79191","33301,74203","69590,01418","75848,15464","57769,25907","50476,81506","33351,05615","12695,32823","39267,89923","38134,84038","63882,6207","54398,59661","32803,07493","37765,52206"
Q12498,"6127,33162","8217,779238","6923,791513","8393,816878","10027,76056","5803,118445","2566,018283","3022,17537","1928,3571","1919,464556","1366,483359","962,389426","411,1187114","367,1389708","209,0964947"
Q12692,"28421,90916","23476,66632","17128,26157","29041,0934","20986,41175","21878,96765","17664,48164","8881,848301","7650,208326","7526,080447","6720,659195","10942,04592","8943,169092","6053,218082","6911,91907"
Q3E6R5,"21102,99526","18505,51636","12566,71004","21530,01764","22437,8053","21335,83353","9901,865925","6898,265416","7008,246699","8543,823256","4584,690253","4585,52395","3761,413539","3287,256878","3208,756862"
Q3E764,"82547,97499","69056,3894","66947,24512","86716,6705","105217,1777","67633,39309","38508,69777","26559,98962","11462,2381","28483,16488","35461,10768","59304,1197","54540,85772","25660,21478","30924,0402"
Q3E772,"14947,11493","13774,24106","11588,00594","18322,28511","19581,14972","12269,51175","2004,836857","984,889366","1291,728533","2234,27334","857,4193817","940,8821459","644,1181557","307,1010032","536,2832163"
Q3E846,"72648,43024","72290,14596","60266,53659","77619,60981","89962,91017","61243,12614","41431,45613","28989,10964","21642,38576","22811,08396","19974,83582","27291,19186","19523,72634","13642,60757","19016,21302"
Q6Q546,"61404,21985","61356,33863","54912,71892","70288,63545","82116,18484","60637,53454","20819,57346","14875,81155","14008,36887","17195,51978","13121,94041","17266,39364","13615,7369","10412,66819","22771,23974"
Q99257,"84311,14329","73397,29624","68886,52028","89794,42397","102078,4795","70412,33721","33577,3523","24627,08565","14297,13586","20348,90883","19304,28256","24951,16798","26839,35664","14461,69159","20007,33623"
Q99383,"29752,78051","18705,04862","19882,0482","27532,14113","28539,57129","19436,67538","17270,06008","16265,87492","13176,15919","15558,37147","12050,09532","14858,58122","11360,79022","10869,06583","15791,73456"
A5Z2X5,"12598,62227","12010,31434","9339,966727","13068,2048","14863,98753","13261,74031","5230,539644","5399,658258","3605,124501","4909,017229","3244,453994","3485,196896","3812,698641","3072,207542","3093,518356"
A6ZP43,"18498,75478","6285,788993","7595,569381","18259,22421","23117,79448","13250,77915","8905,500031","8361,615323","774,4351655","9876,071303","13795,40565","16628,41456","18630,31499","11447,09876","15402,07167"
A6ZQF6,"4257,420871","251,4342853","388,4211194","1383,427042","3486,681581","1598,08237","5209,308254","1412,072467","1005,688136","3663,772401","2341,791236","6390,954272","14821,01387","7134,983595","9831,414639"
A6ZQJ2,"1842,010495","2059,263541","1508,84868","1407,258799","2247,1868","1038,469922","1156,999326","1018,220088","1042,894803","100,0138017","531,2392578","344,5971116","4016,463209","145,1820276","213,3827605"
A6ZYX7,"18382,00634","17385,23781","15686,10993","22967,96605","24033,86637","16070,26219","11457,25456","7159,753035","6882,255705","6722,722602","5395,711642","8417,142668","5502,247892","5189,788769","4794,47087"
A6ZYX9,"31949,13821","36535,99947","28723,49429","40536,97993","47512,24682","35387,44252","15425,54912","11564,8343","7580,980762","10269,36859","8375,332403","11573,20014","8195,038732","6671,360332","8120,198736"
A7A1V9,"14389,71016","13625,5738","9014,601938","16070,68011","15212,75516","15224,86594","3012,311966","1860,821663","1852,429593","2807,227993","1829,712897","1592,488134","488,7581622","362,9983705","1442,201024"
A7A258,"6056,051723","6193,093399","5369,436721","7868,066532","6745,396324","4791,237394","2366,353068","2070,081556","2308,330129","1553,647388","1264,374181","1782,580035","2132,438183","924,2141608","1257,000331"
B3LI56,"46126,7136","49510,75213","35898,92273","58383,10351","56479,69448","51125,78547","34081,44869","20054,70751","21320,00243","26220,9929","14553,15597","21527,86922","35777,81662","21411,88567","21961,77619"
B3LIN5,0,0,"1011,106958","598,8839416","1116,666504","682,7581766","145,4993057",0,"269,27034","549,1203022","155,627547","86,04626846",0,0,0
B3LLM2,"57518,95648","61950,15321","46787,97079","55400,06033","75050,64467","45460,66664","51203,97192","36308,09557","23189,30782","43206,19023","35346,8746","68769,55366","77442,22119","46036,74445","63513,67554"
B3LMP9,"12963,03989","11467,254","9622,284695","12386,96824","19379,99393","10181,72974","4470,239302","1803,584653","601,3834022","935,5596483","953,2151787","1048,251883","873,9808612","1579,782212","1374,80213"
B3LPE4,"4478,138265","3666,134302","2849,367373","4205,22585","5567,021349","5389,947509","1832,198855","1849,758761","1926,871431","2974,309834","2419,445624","2645,849039","1895,547981","1836,839381","2365,547886"
B3LRI4,"200750,6237","168251,5798","135566,4908","221262,9983","206088,0759","195214,6711","74616,51773","55923,62811","45902,39811","65896,75376","46228,5342","69820,23874","56750,98099","54764,10039","62006,97576"
B3LS63,"3567,072065","3026,225235","2125,709089","3545,371831","4839,00146","2589,83994","1307,429188","932,5475473","805,7631397","953,2355933","577,5186071","814,3922298","541,4862697","469,4472399","395,5197481"
B3LT19,"68537,43059","49875,00453","43515,36566","58629,61911","67641,50304","67054,04022","39957,36952","36061,98421","24348,19121","32587,7314","26028,35143","27626,31366","23346,17753","23738,29318","25979,36334"
C7GPD7,"98298,19741","87404,27721","71590,85041","98599,9199","109555,2065","103041,7847","37546,84166","22021,26239","14811,71613","25232,30243","12589,0357","15142,9343","18400,38508","10581,42407","17626,69728"
O13516,"18923,31634","14296,22339","17189,04945","20740,64233","25928,6656","18132,20316","7510,500211","6438,171122","1781,662291","11610,75722","10282,14723","13892,05826","5582,609608","6891,609647","9202,308084"
P00167ups,"37748,42529","35871,83509","28664,96376","49709,70953","35747,59155","84168,1391","69606,94825","42370,20341","79275,52577","147215,1476","105983,6658","105536,6279","240842,5082","134973,7094","153426,6036"
P00358,"17298,17875","15654,34929","12628,81759","26438,28919","25807,74229","15566,11352","5527,130087","3737,199441","1899,815344","4787,181047","2743,428978","5130,793365","3894,056865","3556,593039","3410,425318"
P00401,"3921,004873","122,3028347","77,22240296","197,619738","262,2721863","201,218537","15301,26267","212,3712775","146,7970602","111,8397023","84,67371622","345,6986868","0,997899054","955,6674173","603,4092928"
P00498,"14603,96113","17341,72021","13889,0658","17969,96022","18022,75872","14995,66801","13860,11926","12794,59107","12643,6575","11920,70792","8993,828328","12603,61602","7793,548208","7969,827554","8389,273924"
P00854,"33451,77858","29791,92805","23757,10122","35793,89248","36296,53683","33735,09223","20752,0406","13189,17956","14038,72299","9742,062107","8020,162328","11417,87175","10457,36351","9195,461583","11184,87578"
P01097,"314491,1816","302234,4198","237717,9879","354399,0905","366617,0194","300632,3921","191612,8081","160555,7612","150020,6156","131989,8907","87216,20309","118707,7657","84277,42908","83545,44088","181693,5139"
P04039,"249531,2187","240697,3548","208932,3119","226691,0622","284382,2152","190516,2694","162693,0032","113709,2907","62921,77321","98020,41589","93060,8075","129111,5846","112706,0578","65738,05693","84615,45708"
P05150,"6094,272118","7093,060928","4741,245691","6747,423289","7141,578339","6210,923634","2553,058379","1676,649737","1886,246915","1291,504178","489,9977199","1081,196623","325,8190386","361,4094245","618,2808898"
P05375,"22162,07951","1310,902752","198,7584026","14594,39223","10560,49048","20109,96362","53732,02833","1661,900542","53,32720566","1043,855958","1468,639981","4425,403622","5158,746421","1668,509864","3686,768905"
P05453,"7977,957973","7085,80188","10491,37497","12314,02566","11975,04619","16908,15974","2913,667019","1862,996829","2016,64287","2806,693213","2137,383535","2254,810419","3052,006357","2117,662899","1257,760342"
P05737,"4873,666883","1237,209905","1197,911521","811,0660599","1563,491521","2110,853396","35604,2887","35196,8775","26548,61135","29287,87694","22531,92109","24130,77579","23817,62562","19314,12897","23077,27353"
P05740,"290538,869","269335,0729","239594,2786","359228,6625","383948,8388","266387,8531","151069,3424","111909,5791","124039,2545","138290,291","115280,6826","148986,0021","112180,9248","99098,55497","113539,3593"
P05748,"465916,0931","431463,4012","345533,4776","481440,3736","521876,0296","497446,1843","253956,7265","173598,3017","222294,2179","219952,3672","159662,4256","164113,9361","187506,158","142393,7873","163080,175"
P05755,"187066,4832","164641,1307","151286,9211","232987,0925","259743,6113","169413,9585","84812,83016","76644,79947","41426,00785","116716,3","90948,56724","127111,1979","102684,4156","91187,14711","107691,3945"
P06102,"5295,968645","4026,058928","4369,258707","5794,413277","5359,125224","4827,710848","1039,79551","859,6765844","490,2714483","606,8205872","197,2844906","373,7539997","233,7324028","256,9060745","284,7829336"
P06633,"9429,314693","7500,849071","4914,427006","7504,903482","9537,327826","8801,427336","1873,41261","1858,95016","1470,683032","1180,350457","1081,759519","2057,416147","991,8380207","1054,106558","858,3749697"
P06787,"131596,1767","104920,4085","93593,39277","126743,2619","139808,5136","129884,1908","45445,51605","36927,03866","27277,24774","36342,53581","26038,47684","34372,30675","33876,77132","25028,57414","31335,17467"
P07172,"31043,20924","27798,26936","22873,64888","31693,56521","40618,2989","24406,79106","13499,30393","8183,649497","3795,125727","9175,816877","8023,438539","17227,80246","20710,33208","9354,996949","12888,13926"
P07248,"3695,449403","3542,242953","2120,64473","4726,101467","5236,034785","5014,7336","205,8860455","81,46156979","24,21636105","116,039196","31,09381582",0,0,"33,70070457","217,8047476"
P07253,"35074,63977","34376,03422","21140,04165","29290,00353","44028,00386","21876,86661","10270,38284","7762,841174","7812,796347","10702,51396","9921,0781","11277,39053","8804,216418","7164,550803","9632,383885"
P07273,"11508,98028","11701,23666","9224,148381","11623,13401","13233,38041","12473,5205","2627,691154","2445,300679","1708,890821","1898,078977","1171,171385","1936,580732","1367,386713","1423,542223","1715,657602"
P07277,"11568,74066","7204,735726","7776,570633","13555,48559","15237,17689","12817,83952","6860,735272","4346,770751","487,1232006","9372,019131","8051,389766","14981,689","23409,12055","9457,351904","17891,95458"
P07347,"23288,68016","15760,64932","20803,56939","23364,35723","42525,91409","35559,00954","12028,16145","16217,23673","12671,1966","10831,64779","10453,95405","14600,86503","14566,76875","15457,14846","17105,04137"
P07702,"72980,29109","64673,48053","80813,69103","83668,96376","91030,25101","72142,89387","55369,49307","31205,83555","27765,89932","29543,31635","23701,35179","35062,6866","33824,06797","30646,12153","26688,73321"
P08456,"49773,43275","39487,388","43460,79629","49166,18834","68330,40268","36797,79109","28585,94082","18184,804","14659,8059","27963,18021","22200,95023","27865,68315","31584,01852","20651,8667","26191,71893"
P08466,"9364,240439","14092,3881","11154,7036","14595,39032","16671,21631","13615,47089","4519,295751","3522,160714","3448,402027","2895,487755","2146,990193","3206,312443","2173,154086","1700,282933","1972,53444"
P08468,"19843,0937","17378,98675","14797,62581","26331,99756","16071,09752","45738,76585","41263,09907","29960,57321","22628,16677","71942,84651","47316,76146","60848,41377","139493,9292","70097,56876","89356,96706"
P08539,"3430,99683","3556,875468","4087,51495","6142,688082","7638,635588","5986,302867","5445,559546","3217,30733","1320,860342","7250,974067","7875,980392","16529,31046","9434,973865","6941,65511","12718,49937"
P09368,"1313,802622",0,0,0,0,0,"10665,78759","381,7893534","37,98617563","10814,42156","665,651757","9246,926888","48022,31974","13529,57551","29391,87899"
P09880,"4165,474768","3609,336835","4165,888037","4319,785351","5435,266654","2682,206892","726,7267056","305,3691946","55,64665173","266,1021269","106,9242585","213,1158519","246,1770829","202,3024517","203,3621647"
P0C2H8,"116781,5872","104635,0742","82824,07792","121744,4774","130292,1965","108740,8994","66537,14044","32367,9838","23637,84601","24517,62988","13421,52818","22693,08578","18961,4752","16905,64483","15535,32425"
P10614,"41550,92051","43717,30456","29820,01771","44023,01296","62260,22902","36279,10646","22282,28196","17187,1217","8636,317777","16523,79471","18945,93886","22513,70669","15655,89945","12918,84458","15059,08801"
P10622,"27343,22103","9613,926718","14343,77641","27369,58122","29623,40042","31020,54027","123452,412","24774,85088","301,5490148","26751,59362","27364,19679","72912,73099","76249,03059","33624,46454","65536,2805"
P10659,"24955,31368","24774,25439","21004,03109","27159,92817","29602,56788","21355,17119","18063,29416","10802,60584","8575,211752","9753,898652","7350,558288","10768,95974","7371,076713","6597,374993","6699,385108"
P10663,"16278,14573","15386,46362","11207,53583","17910,27723","21888,23293","15759,84102","11813,78959","6160,733007","5480,530084","7823,401359","7478,708789","11034,84615","11653,68417","7227,802175","9845,419496"
P11353,"77711,57968","25186,24522","28894,93709","40141,24563","35767,98717","43053,71929","54492,84572","27755,59464","33008,4143","24901,69789","22893,65668","20058,62636","16938,0189","12731,99891","18349,8528"
P11484,"241373,962","176022,4961","144574,3586","305825,8319","356783,3288","230041,3911","161962,8127","158889,277","50528,60275","168830,4263","168735,8553","245207,8392","224695,3051","140364,8336","171891,4092"
